date,oil_sentence_count,oil_sentences
1990-09-11,31,Iraq itself controls some 10 percent of the world's proven oil reserves.
1990-09-11,31,"An Iraq permitted to swallow Kuwait would have the economic and military power, as well as the arrogance, to intimidate and coerce its neighbors—neighbors who control the lion's share of the world's remaining oil reserves."
1990-09-11,31,"The Security Council has imposed mandatory economic sanctions on Iraq, designed to force Iraq to relinquish the spoils of its illegal conquest."
1990-09-11,31,"They are cut off from world trade, unable to sell their oil."
1990-09-11,31,"To help defray costs, the leaders of Saudi Arabia, Kuwait, and the UAE—the United Arab Emirates—have pledged to provide our deployed troops with all the food and fuel they need."
1990-09-11,31, There's an energy-related cost to be borne as well.
1990-09-11,31,"If producers, including the United States, continue steps to expand oil and gas production, we can stabilize prices and guarantee against hardship."
1990-09-11,31,"If producers, including the United States, continue steps to expand oil and gas production, we can stabilize prices and guarantee against hardship."
1990-09-11,31,"Additionally, we and several of our allies always have the option to extract oil from our strategic petroleum reserves if conditions warrant."
1990-09-11,31,"Additionally, we and several of our allies always have the option to extract oil from our strategic petroleum reserves if conditions warrant."
1990-09-11,31,"As I've pointed out before, conservation efforts are essential to keep our energy needs as low as possible."
1990-09-11,31,"And we must then take advantage of our energy sources across the board: coal, natural gas, hydro, and nuclear."
1990-09-11,31,"And we must then take advantage of our energy sources across the board: coal, natural gas, hydro, and nuclear."
1990-09-11,31,Our failure to do these things has made us more dependent on foreign oil than ever before.
1990-09-11,31,"Our economy, our Armed Forces, our energy dependence, and our cohesion all determine whether we can help our friends and stand up to our foes."
1990-09-11,31," Higher oil prices slow our growth, and higher defense costs would only make our fiscal deficit problem worse."
1990-09-11,31,"Americans must never again enter any crisis, economic or military, with an excessive dependence on foreign oil and an excessive burden of Federal debt."
1990-09-11,31,"These measures include extending incentives for research and experimentation; expanding the use of IRA's for new homeowners; establishing tax-deferred family savings accounts; creating incentives for the creation of enterprise zones and initiatives to encourage more domestic drilling; and, yes, reducing the tax rate on capital gains."
1990-09-11,31," And third, the Congress should, this month, enact measures to increase domestic energy production and energy conservation in order to reduce dependence on foreign oil."
1990-09-11,31," And third, the Congress should, this month, enact measures to increase domestic energy production and energy conservation in order to reduce dependence on foreign oil."
1990-09-11,31,"These measures should include my proposals to increase incentives for domestic oil and gas exploration, fuel-switching, and to accelerate the development of the Alaskan energy resources without damage to wildlife."
1990-09-11,31,"These measures should include my proposals to increase incentives for domestic oil and gas exploration, fuel-switching, and to accelerate the development of the Alaskan energy resources without damage to wildlife."
1990-09-11,31,"These measures should include my proposals to increase incentives for domestic oil and gas exploration, fuel-switching, and to accelerate the development of the Alaskan energy resources without damage to wildlife."
1990-09-11,31,"These measures should include my proposals to increase incentives for domestic oil and gas exploration, fuel-switching, and to accelerate the development of the Alaskan energy resources without damage to wildlife."
1990-09-11,31,"As you know, when the oil embargo was imposed in the early 1970's, the United States imported almost 6 million barrels of oil a day."
1990-09-11,31,"As you know, when the oil embargo was imposed in the early 1970's, the United States imported almost 6 million barrels of oil a day."
1990-09-11,31,"As you know, when the oil embargo was imposed in the early 1970's, the United States imported almost 6 million barrels of oil a day."
1990-09-11,31,"This year, before the Iraqi invasion, U.S. imports had risen to nearly 8 million barrels per day."
1990-09-11,31,"This year, before the Iraqi invasion, U.S. imports had risen to nearly 8 million barrels per day."
1990-09-11,31,"And for me to do that, a budget agreement must meet these tests: It must include the measures I've recommended to increase economic growth and reduce dependence on foreign oil."
1990-09-11,31,That's why they sweat and toil in the sand and the heat and the sun.
1989-01-11,1,What it all boils down to is this: I want the new closeness to continue.
1988-01-25,0,
2021-01-13,0,
1995-11-27,0,
1981-08-03,0,
1973-08-15,0,
2012-01-24,38," A future where we’re in control of our own energy, and our security and prosperity aren’t so tied to unstable parts of the world."
2012-01-24,38," Tonight, I want to speak about how we move forward, and lay out a blueprint for an economy that’s built to last -– an economy built on American manufacturing, American energy, skills for American workers, and a renewal of American values."
2012-01-24,38," Then Siemens opened a gas turbine factory in Charlotte, and formed a partnership with Central Piedmont Community College."
2012-01-24,38,And nowhere is the promise of innovation greater than in American-made energy.
2012-01-24,38," Over the last three years, we’ve opened millions of new acres for oil and gas exploration, and tonight, I’m directing my administration to open more than 75 percent of our potential offshore oil and gas resources."
2012-01-24,38," Over the last three years, we’ve opened millions of new acres for oil and gas exploration, and tonight, I’m directing my administration to open more than 75 percent of our potential offshore oil and gas resources."
2012-01-24,38," Over the last three years, we’ve opened millions of new acres for oil and gas exploration, and tonight, I’m directing my administration to open more than 75 percent of our potential offshore oil and gas resources."
2012-01-24,38, (Applause.)  Right now -- right now -- American oil production is the highest that it’s been in eight years.
2012-01-24,38," Not only that -- last year, we relied less on foreign oil than in any of the past 16 years."
2012-01-24,38," (Applause.) But with only 2 percent of the world’s oil reserves, oil isn’t enough."
2012-01-24,38," This country needs an all-out, all-of-the-above strategy that develops every available source of American energy."
2012-01-24,38,We have a supply of natural gas that can last America nearly 100 years.
2012-01-24,38, (Applause.)  And my administration will take every possible action to safely develop this energy.
2012-01-24,38, And I’m requiring all companies that drill for gas on public lands to disclose the chemicals they use.
2012-01-24,38,"The development of natural gas will create jobs and power trucks and factories that are cleaner and cheaper, proving that we don’t have to choose between our environment and our economy."
2012-01-24,38," (Applause.)  And by the way, it was public research dollars, over the course of 30 years, that helped develop the technologies to extract all this natural gas out of shale rock –- reminding us that government support is critical in helping businesses get new energy ideas off the ground."
2012-01-24,38," (Applause.)  And by the way, it was public research dollars, over the course of 30 years, that helped develop the technologies to extract all this natural gas out of shale rock –- reminding us that government support is critical in helping businesses get new energy ideas off the ground."
2012-01-24,38," (Applause.)           Now, what’s true for natural gas is just as true for clean energy."
2012-01-24,38," (Applause.)           Now, what’s true for natural gas is just as true for clean energy."
2012-01-24,38," Because of federal investments, renewable energy use has nearly doubled, and thousands of Americans have jobs because of it."
2012-01-24,38," Today, it’s hiring workers like Bryan, who said, “I’m proud to be working in the industry of the future.” Our experience with shale gas, our experience with natural gas, shows us that the payoffs on these public investments don’t always come right away."
2012-01-24,38, But I will not walk away from the promise of clean energy.
2012-01-24,38, We’ve subsidized oil companies for a century.
2012-01-24,38," (Applause.)  It’s time to end the taxpayer giveaways to an industry that rarely has been more profitable, and double-down on a clean energy industry that never has been more promising."
2012-01-24,38, Pass clean energy tax credits.
2012-01-24,38, (Applause.) We can also spur energy innovation with new incentives.
2012-01-24,38, But there’s no reason why Congress shouldn’t at least set a clean energy standard that creates a market for innovation.
2012-01-24,38, I’m directing my administration to allow the development of clean energy on enough public land to power 3 million homes.
2012-01-24,38," And I’m proud to announce that the Department of Defense, working with us, the world’s largest consumer of energy, will make one of the largest commitments to clean energy in history -– with the Navy purchasing enough capacity to power a quarter of a million homes a year."
2012-01-24,38," (Applause.)  Of course, the easiest way to save money is to waste less energy."
2012-01-24,38, So here’s a proposal:  Help manufacturers eliminate energy waste in their factories and give businesses incentives to upgrade their buildings.
2012-01-24,38," Their energy bills will be $100 billion lower over the next decade, and America will have less pollution, more manufacturing, more jobs for construction workers who need them."
2012-01-24,38, (Applause.)   Building this new energy future should be just one part of a broader agenda to repair America’s infrastructure.
2012-01-24,38, We’ve got crumbling roads and bridges; a power grid that wastes too much energy; an incomplete high-speed broadband network that prevents a small business owner in rural America from selling her products all over the world.
2012-01-24,38,"We got rid of one rule from 40 years ago that could have forced some dairy farmers to spend $10,000 a year proving that they could contain a spill -- because milk was somehow classified as an oil."
2012-01-24,38, But I will not back down from making sure an oil company can contain the kind of oil spill we saw in the Gulf two years ago.
2012-01-24,38," (Applause.) Now, I recognize that people watching tonight have differing views about taxes and debt, energy and health care."
2012-01-24,38," On the other hand, even my Republican friends who complain the most about government spending have supported federally financed roads, and clean energy projects, and federal offices for the folks back home."
2018-01-30,2,We saw strangers shielding strangers from a hail of gunfire on the Las Vegas strip.
2018-01-30,2,We are now an exporter of energy to the world.
1993-09-13,1," Together let us imagine what can be accomplished if all the energy and ability the Israelis and the Palestinians have invested into your struggle can now be channeled into cultivating the land and freshening the waters, into ending the boycotts and creating new industry, into building a land as bountiful and peaceful as it is holy."
1975-04-10,11,"In my report on the state of the Union in January, I concentrated on two subjects which were uppermost in the minds of the American people--urgent actions for the recovery of our economy and a comprehensive program to make the United States independent of foreign sources of energy."
1975-04-10,11,I look forward to early approval of a national energy program to meet our country's long-range and emergency needs in the field of energy.
1975-04-10,11,"We have exercised international leadership on the great new issues of our interdependent world, such as energy, food, environment, and the law of the sea."
1975-04-10,11,"Together, we are working energetically on the international multilateral agenda--in trade, energy, and food."
1975-04-10,11,"In addition to this traditional agenda, there are new problems involving energy, raw materials, and the environment."
1975-04-10,11,"Under this legislation, all members of OPEC were excluded from our generalized system of trade preferences."
1975-04-10,11,"This, unfortunately, punished two South American friends, Ecuador and Venezuela, as well as other OPEC nations, such as Nigeria and Indonesia, none of which participated in last year's oil embargo."
1975-04-10,11,"This, unfortunately, punished two South American friends, Ecuador and Venezuela, as well as other OPEC nations, such as Nigeria and Indonesia, none of which participated in last year's oil embargo."
1975-04-10,11,One of the finest success stories in our foreign policy is our cooperative effort with other major energy-consuming nations.
1975-04-10,11,"In little more than a year, together with our partners, we have created the International Energy Agency; we have negotiated an emergency sharing arrangement which helps to reduce the dangers of an embargo; we have launched major international conservation efforts; we have developed a massive program for the development of alternative sources of energy."
1975-04-10,11,Every month that passes brings us closer to the day when we will be dependent on imported energy for 50 percent of our requirements.
2018-01-26,2,"We are lifting self-imposed restrictions on energy production to provide affordable power to our citizens and businesses, and to promote energy security for our friends all around the world."
2018-01-26,2,No country should be held hostage to a single provider of energy.
1981-12-23,1,"Like the National Christmas Tree, our country is a living, growing thing planted in rich American soil."
1985-05-05,1,"We're here to commemorate that life triumphed over the tragedy and the death of the Holocaust—overcame the suffering, the sickness, the testing and, yes, the gassings."
2020-09-07,7,We’ll continue to unleash American energy.
2020-09-07,7,And we’re totally energy independent right now.
2020-09-07,7,Biden has also pledged to demolish the U.S. energy industry and implement the same policies causing blackouts in California.
2020-09-07,7,"“I won’t give them, unless they get rid of that prosecutor.” And then, voila, they got rid of the prosecutor."
2020-09-07,7,"After Navalny poisoning, Chancellor Angela Merkel of Germany is under pressure to cancel Nord Stream 2 pipeline from Russia to Germany."
2020-09-07,7,"Germany is paying Russia billions and billions of dollars to get their energy.” And the real number is probably 60 to 70 percent, ultimately, of their energy is going to come from Russia."
2020-09-07,7,"But I don’t know that Germany is in a position right now, because Germany is in a very weakened position, energy wise."
2013-07-24,7, We invested in new American technologies to reverse our addiction to foreign oil.
2013-07-24,7, We doubled the production of clean energy.
2013-07-24,7, Natural gas took off.
2013-07-24,7, (Applause.)  We produce more natural gas than any country on Earth.
2013-07-24,7," We’re about to produce more of our own oil than we buy from overseas, and that's the first time that's happened in nearly 20 years."
2013-07-24,7," And with the new revolutions in energy and technology and manufacturing and health care, we're actually poised -- we're in a position to reverse all those forces that battered middle-class families for too long."
2013-07-24,7," What's happened at UCM is you've partnered with the Lee’s Summit School District, with the Metropolitan Community College, with local health care, engineering, energy, and infrastructure firms -- all industries that are going to drive job growth in the future -- and everybody is now working together to equip students with better skills, allow them to graduate faster with less debt, and with the certainty of being able to get a job at the other end."
1983-02-18,3,"I'm grateful to the American Conservative Union, Young Americans for Freedom, National Review, and Human Events for organizing this third annual memorial service for the Democratic platform of 1980."
1983-02-18,3,"And with some luck, and if the American people respond with the kind of energy and initiative they've always shown in the past, well, maybe it's time we started thinking about some standby tax cuts, too."
1983-02-18,3,"We have focused world attention on forced labor on the Soviet pipeline and Soviet repression in Poland and all the other nations that make up what is called the ""fourth world""—those living under totalitarian rule who long for freedom."
1987-03-04,1,"They bring new blood, new energy, and new credibility and experience."
1997-04-22,0,
2009-01-20,4,Our health care is too costly; our schools fail too many; and each day brings further evidence that the ways we use energy strengthen our adversaries and threaten our planet.
2009-01-20,4," For us, they toiled in sweatshops and settled the West; endured the lash of the whip and plowed the hard earth."
2009-01-20,4,We will harness the sun and the winds and the soil to fuel our cars and run our factories.
2009-01-20,4,We will harness the sun and the winds and the soil to fuel our cars and run our factories.
2004-01-07,0,
1978-09-17,1,"Whenever there was a danger that human energy would fail, or patience would be exhausted or good will would run out—and there were many such moments—these two leaders and the able advisers in all delegations found the resources within them to keep the chances for peace alive."
1995-07-19,1,"When we allow people to pit us against one another or spend energy denying opportunity based on our differences, everyone is held back."
2018-02-01,1,"I have many business friends and many people in business that came to me and they say that—including small businesses—they say the fact that they no longer have to go through years of turmoil in getting approved and getting approvals, and getting rule changes and getting all sorts of things, and getting old while they’re waiting to get them—the fact that all of that is gone is probably as important or even more important to the massive tax cuts we’ve gotten people."
1988-09-25,9,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut."
1988-09-25,9,"MASHEK: Mr. Vice President, you have vowed not to raise taxes of any kind during your administration and at the same time you've proposed this capital gains cut, you've proposed more incentive breaks for the oil industry."
1988-09-25,9,You see the turmoil in Poland today.
1988-09-25,9,"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel."
1988-09-25,9,"They're supposed to be our first line of defense against drugs and the war against drugs, because they don't have enough fuel."
1988-09-25,9,"Bio-degradable plastics—plastic—gasohol, which the Vice President has been involved in, road de-icers made from corn products."
1988-09-25,9,"I want to see rural redevelopment and I have been out front in favor of alternate sources of energy and one of them is gasohol and comes from using your corn and I think we can do better in terms of biodegradable for a lot of product, so I'm optimistic about the agricultural economy."
1988-09-25,9,"I want to see rural redevelopment and I have been out front in favor of alternate sources of energy and one of them is gasohol and comes from using your corn and I think we can do better in terms of biodegradable for a lot of product, so I'm optimistic about the agricultural economy."
1988-09-25,9,BUSH: I talked in New Orleans about a gentler and kinder nation and I have made specific proposals on education and the environment and on ethics and energy and how we do better in battling crime in our country.
1983-01-25,0,
2023-02-07,8,Inflation has been a global problem because of the pandemic that disrupted supply chains and Putin’s war that disrupted energy and food supplies.
2023-02-07,8,"Here at home, gas prices are down $1.50 a gallon since their peak."
2023-02-07,8,"Lowering utility bills, creating American jobs, and leading the world to a clean energy future."
2023-02-07,8,Clean energy to cut pollution and create jobs in communities too often left behind.
2023-02-07,8,"And helping families save more than $1,000 a year with tax credits for the purchase of electric vehicles and energy-efficient appliances."
2023-02-07,8,"Last year, they made $200 billion in the midst of a global energy crisis."
2023-02-07,8,They invested too little of that profit to increase domestic production and keep gas prices down.
2023-02-07,8,Pass bipartisan legislation to strengthen antitrust enforcement and prevent big online platforms from giving their own products an unfair advantage.
1991-01-29,3,"We've prepared a detailed series of proposals that include: a budget that promotes investment in America's future—in children, education, infrastructure, space, and high technology; legislation to achieve excellence in education, building on the partnership forged with the 50 Governors at the education summit, enabling parents to choose their children's schools and helping to make America number one in math and science; a blueprint for a new national highway system, a critical investment in our transportation infrastructure; a research and development agenda that includes record levels of federal investment, and a permanent tax credit to strengthen private R&D and to create jobs; a comprehensive national energy strategy that calls for energy conservation and efficiency, increased development, and greater use of alternative fuels; a banking reform plan to bring America's financial system into the 21st century so that our banks remain safe and secure and can continue to make job-creating loans for our factories, our businesses, and home buyers."
1991-01-29,3,"We've prepared a detailed series of proposals that include: a budget that promotes investment in America's future—in children, education, infrastructure, space, and high technology; legislation to achieve excellence in education, building on the partnership forged with the 50 Governors at the education summit, enabling parents to choose their children's schools and helping to make America number one in math and science; a blueprint for a new national highway system, a critical investment in our transportation infrastructure; a research and development agenda that includes record levels of federal investment, and a permanent tax credit to strengthen private R&D and to create jobs; a comprehensive national energy strategy that calls for energy conservation and efficiency, increased development, and greater use of alternative fuels; a banking reform plan to bring America's financial system into the 21st century so that our banks remain safe and secure and can continue to make job-creating loans for our factories, our businesses, and home buyers."
1991-01-29,3,"They know we must make sure that control of the world's oil resources does not fall into his hands, only to finance further aggression."
1981-01-20,2," If we look to the answer as to why for so many years we achieved so much, prospered as no other people on Earth, it was because here in this land we unleashed the energy and individual genius of man to a greater extent than has ever been done before."
1981-01-20,2,"So, with all the creative energy at our command, let us begin an era of national renewal."
2004-09-03,4,"(Applause.) I believe in the energy and innovative spirit of America's workers, entrepreneurs, farmers, and ranchers -- so we unleashed that energy with the largest tax relief in a generation."
2004-09-03,4,"(Applause.) To create jobs, we will make our country less dependent on foreign sources of energy."
2004-09-03,4,"(Applause.) And to pay for that spending, he's running on a platform of increasing taxes -- and that's the kind of promise a politician usually keeps."
2004-09-03,4,"My opponent and his running mate voted against this money for bullets, and fuel, and vehicles, and body armor."
1999-06-10,0,
1974-10-08,47,Food prices and petroleum prices in the United States are primary inflationary factors.
1974-10-08,47,"America today partially depends on foreign sources for petroleum, but we can grow more than enough food for ourselves."
1974-10-08,47, I also assure America's farmers here and now that I will allocate all the fuel and ask authority to allocate all the fertilizer they need to do this essential job.
1974-10-08,47, Number two: energy.
1974-10-08,47,"America's future depends heavily on oil, gas, coal, electricity, and other resources called energy."
1974-10-08,47,"America's future depends heavily on oil, gas, coal, electricity, and other resources called energy."
1974-10-08,47,"America's future depends heavily on oil, gas, coal, electricity, and other resources called energy."
1974-10-08,47,"Make no mistake, we do have a real energy problem."
1974-10-08,47," One-third of our oil—17 percent of America's total energy—now comes from foreign sources that we cannot control, at high cartel prices costing you and me $16 billion—$16 billion more than just a year ago."
1974-10-08,47," One-third of our oil—17 percent of America's total energy—now comes from foreign sources that we cannot control, at high cartel prices costing you and me $16 billion—$16 billion more than just a year ago."
1974-10-08,47,I have ordered today the reorganization of our national energy effort and the creation of a national energy board.
1974-10-08,47,It will be chaired with developing-or I should say charged with developing a single national energy policy and program.
1974-10-08,47,"And I think most of you will be glad to know that our former colleague, Rog Morton, our Secretary of Interior, will be the overall boss of our national energy program."
1974-10-08,47," Rog Morton's marching orders are to reduce imports of foreign oil by 1 million barrels per day by the end of 1975, whether by savings here at home, or by increasing our own sources."
1974-10-08,47," Rog Morton's marching orders are to reduce imports of foreign oil by 1 million barrels per day by the end of 1975, whether by savings here at home, or by increasing our own sources."
1974-10-08,47," Rog Morton's marching orders are to reduce imports of foreign oil by 1 million barrels per day by the end of 1975, whether by savings here at home, or by increasing our own sources."
1974-10-08,47," Secretary Morton, along with his other responsibility, is also charged with increasing our domestic energy supply by promptly utilizing our coal resources and expanding recovery of domestic oil still in the grounds in old wells."
1974-10-08,47," Secretary Morton, along with his other responsibility, is also charged with increasing our domestic energy supply by promptly utilizing our coal resources and expanding recovery of domestic oil still in the grounds in old wells."
1974-10-08,47," New legislation will be sought after your recess to require use of cleaner coal processes and nuclear fuel in new electric plants, and the quick conversion of existing oil plants."
1974-10-08,47," New legislation will be sought after your recess to require use of cleaner coal processes and nuclear fuel in new electric plants, and the quick conversion of existing oil plants."
1974-10-08,47,"I propose that we, together, set a target date of 1980 for eliminating oil-fired plants from the Nation's base-loaded electrical capacity."
1974-10-08,47," I will use the Defense Production Act to allocate scarce materials for energy development, and I will ask you, the House and Senate, for whatever amendments prove necessary."
1974-10-08,47," I will meet with top management of the automobile industry to assure, either by agreement or by law, a firm program aimed at achieving a 40 percent increase in gasoline mileage within a 4-year development deadline."
1974-10-08,47," I will meet with top management of the automobile industry to assure, either by agreement or by law, a firm program aimed at achieving a 40 percent increase in gasoline mileage within a 4-year development deadline."
1974-10-08,47," Priority legislation—action, I should say—to increase energy supply here at home requires the following:  One, long-sought deregulation of natural gas supplies,  Number two, responsible use of our Naval petroleum reserves in California and Alaska,  Number three, amendments to the Clean Air Act; and  Four, passage of surface mining legislation to ensure an adequate supply with commonsense environmental protection."
1974-10-08,47," Priority legislation—action, I should say—to increase energy supply here at home requires the following:  One, long-sought deregulation of natural gas supplies,  Number two, responsible use of our Naval petroleum reserves in California and Alaska,  Number three, amendments to the Clean Air Act; and  Four, passage of surface mining legislation to ensure an adequate supply with commonsense environmental protection."
