text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@EddieTofpik Daily #FREE #TechnicalAnalysis on #FOREX plus #Futures on #NYMEX #WTI #CrudeOil, #FTSE, #DAX, S&amp;P,… https://t.co/igs2CGOB2k",FALSE,2,EddieTofpik,2019-07-05T08:57:38Z,TRUE,NA,1147066998993670144,35766116,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ADMISI_Live,0,FALSE,FALSE,NA,NA
U.S. #crudeoil inventories fall in latest survey https://t.co/hXZkdmfqk1,FALSE,0,NA,2019-07-05T08:30:00Z,FALSE,NA,1147060043470102529,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",kallanish,0,FALSE,FALSE,NA,NA
Mohammed Barkindo reappointed as Secretary General of OPEC https://t.co/HKoTCXkerR | #oil #crudeoil #brentoil… https://t.co/qbAF8oIxT1,FALSE,0,NA,2019-07-05T08:25:21Z,TRUE,NA,1147058874836508672,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",forexoilfort,0,FALSE,FALSE,NA,NA
RT @macrohedged: More for this Friday session - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI change no…,FALSE,0,NA,2019-07-05T08:12:34Z,FALSE,NA,1147055658430271488,NA,"<a href=""https://testing123jp.webs.com/"" rel=""nofollow"">Testing123jp</a>",oilbot123,1,TRUE,FALSE,NA,NA
"#CrudeOil falls as #investors worry about global growth, Emerging #currencies like #Rand &amp; #Rupee to suffer vs #USD… https://t.co/VhbH0rwtoO",FALSE,0,NA,2019-07-05T08:08:19Z,TRUE,NA,1147054585632239616,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TradeFredAU,0,FALSE,FALSE,NA,NA
"#CrudeOil falls amid growth worries, Emerging #currencies like #Rand &amp; #Rupee to suffer vs #USD, Mixed fortunes for… https://t.co/lZiyxXRtnT",FALSE,0,NA,2019-07-05T08:07:01Z,TRUE,NA,1147054261827751937,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TradeFredEU,0,FALSE,FALSE,NA,NA
"#CrudeOil falls as #investors worry about global growth, Emerging #currencies like #Rand &amp; #Rupee to suffer vs #USD… https://t.co/bLnJ5INtAA",FALSE,0,NA,2019-07-05T08:04:09Z,TRUE,NA,1147053537433726976,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TradeFred,0,FALSE,FALSE,NA,NA
More for this Friday session - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI ch… https://t.co/kHvxougt6h,FALSE,1,NA,2019-07-05T08:00:05Z,TRUE,NA,1147052516758233088,NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>",macrohedged,1,FALSE,FALSE,NA,NA
"#CRUDE INTRADAY GANN LEVELS 

#trading #money #futures #gann  #markets #traders #oott #eia #OPEC #Trump #China… https://t.co/pjmBzsMwrc",FALSE,0,NA,2019-07-05T07:52:23Z,TRUE,NA,1147050575504318464,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ARTOFTRADING_CO,0,FALSE,FALSE,NA,NA
"#commodity calls: now keep eye on #mcx #crudeoil , big fall is coming??

  @dswindia #dalalstreetwinners.… https://t.co/0AFRQn2HWE",FALSE,1,NA,2019-07-05T07:49:07Z,TRUE,NA,1147049757061177345,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DSWINDIA,0,FALSE,FALSE,NA,NA
RT The anti-China graffiti in Hong Kong’s legislature help explain deep divides https://t.co/wTB8r7EZSs #S&amp;P… https://t.co/Ag1LNeHmI1,FALSE,0,NA,2019-07-05T07:33:11Z,TRUE,NA,1147045744832131072,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Multiple injuries and two house fires reported after strongest earthquake in 20 years in California… https://t.co/JLRCxmAk6J,FALSE,0,NA,2019-07-05T07:33:10Z,TRUE,NA,1147045743129169927,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT One Japan stock index called the Mothers Index is defying a downward trend and has surged 30% this year… https://t.co/s1Oxdzw2HE,FALSE,0,NA,2019-07-05T07:33:10Z,TRUE,NA,1147045740994338823,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT France's Canal+ plans to announce job cuts next week over as it comes under pressure from competition with Netfl… https://t.co/V97UI7MU38,FALSE,0,NA,2019-07-05T07:33:09Z,TRUE,NA,1147045739354296320,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Tiny Canadian tech firm Martello has surgef 89% since Wednesday after one of its executives was ousted as co-CEO… https://t.co/mLdZIO524p,FALSE,0,NA,2019-07-05T07:33:09Z,TRUE,NA,1147045737601097728,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT To his opponents, Jeremy Corbyn would take the country back to the 1970s.

His supporters see him as someone try… https://t.co/GsQAxCS40M",FALSE,0,NA,2019-07-05T07:33:09Z,TRUE,NA,1147045735436836865,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Annual #FourthofJuly fireworks display lights up Washington skies. More here: https://t.co/OufizDtdfy… https://t.co/GEUv8nkRRx,FALSE,0,NA,2019-07-05T07:31:31Z,TRUE,NA,1147045324504129537,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Aussie, NZ dollars to chill out as Fed feels the heat: Reuters poll https://t.co/o3CK1F6IpC… https://t.co/WM0TK52XoE",FALSE,0,NA,2019-07-05T07:26:10Z,TRUE,NA,1147043980682637312,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT WATCH: Trump and Kim to reopen talks after historic meeting in Demilitarized Zone. More here:… https://t.co/LhOLEugjEx,FALSE,0,NA,2019-07-05T07:21:18Z,TRUE,NA,1147042757178904577,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"#FXFOCUS #TRADING #FOREX WE ARE CLOSING &amp; TAKING #PROFIT ON #CrudeOIL -22 PIPS 
 https://t.co/fYyG7dS7Zc",FALSE,0,NA,2019-07-05T07:20:38Z,FALSE,NA,1147042588664295425,NA,"<a href=""http://www.fxfocus.net"" rel=""nofollow"">FXFocus Tweeter</a>",FXFocus,0,FALSE,FALSE,NA,NA
RT UK's competition regulator to examine Amazon investment in Deliveroo https://t.co/pOk25fh7X2… https://t.co/3oAsUDainX,FALSE,0,NA,2019-07-05T07:16:12Z,TRUE,NA,1147041470400126976,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT NBA notebook: Nuggets' Porter sustains minor knee injury https://t.co/D8Cmp2Qr94 https://t.co/eqQWCgAyYc #S&amp;P… https://t.co/txr5vFS7WA,FALSE,0,NA,2019-07-05T07:11:11Z,TRUE,NA,1147040209776893954,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT What’s next for Von der Leyen and Lagarde in getting top jobs? Jumping through hoops https://t.co/r7uI1U4CjV #S&amp;… https://t.co/Rl1ktSn2Dg,FALSE,0,NA,2019-07-05T07:08:41Z,TRUE,NA,1147039580044111872,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT RT BloombergAsia: JUST IN: India is pegging its fiscal 2020 budget deficit target at 3.3% of GDP, gross borrowin… https://t.co/DvPaNhobBU",FALSE,0,NA,2019-07-05T07:08:41Z,TRUE,NA,1147039578295099394,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT Bentley finally nails its SUV strategy with the Bentayga Hybrid V6, its least expensive offering… https://t.co/uaxEk1BckZ",FALSE,0,NA,2019-07-05T07:08:40Z,TRUE,NA,1147039576894181377,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT A taped interview with an artist purported to be Banksy has been discovered in the U.K. https://t.co/SyDg0cdclX… https://t.co/O88Iys7zQ2,FALSE,0,NA,2019-07-05T07:08:40Z,TRUE,NA,1147039575363264514,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT One Japan stock index called the Mothers Index is defying has surged 30% this year https://t.co/n4MwrUnjzC #S&amp;P… https://t.co/n9xNaG5a0s,FALSE,0,NA,2019-07-05T07:08:39Z,TRUE,NA,1147039573484220416,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Top bankers in Northern Europe should expect calls from headhunters https://t.co/vNaLnkSDWk #S&amp;P #Nasdaq… https://t.co/dLzmycqCwU,FALSE,0,NA,2019-07-05T07:08:39Z,TRUE,NA,1147039571890311168,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Chinese overseas dealmaking plummets as the trade war keeps companies at home https://t.co/RfPVvcC66J #S&amp;P… https://t.co/P2ow1l9cJ2,FALSE,0,NA,2019-07-05T07:08:39Z,TRUE,NA,1147039570472648705,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
"RT China's buildings are watching how people shop, cook and steal https://t.co/Zm0WRaBvjX #S&amp;P #Nasdaq #CrudeOil… https://t.co/J8OQDWKHbj",FALSE,0,NA,2019-07-05T07:08:38Z,TRUE,NA,1147039568941789184,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT India’s government proposes easing rules for foreign investors and spending more on infrastructure to spur growt… https://t.co/rFVvaaXMZF,FALSE,0,NA,2019-07-05T07:08:38Z,TRUE,NA,1147039565825421313,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
RT Libya’s most powerful military leader said he is focused on taking control of the capital Tripoli and isn’t inte… https://t.co/AF5gWumg4i,FALSE,0,NA,2019-07-05T07:08:37Z,TRUE,NA,1147039564357414918,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",giri_navneet,0,FALSE,FALSE,NA,NA
