date,oil_sentence_count,text,word_count,Stemd_text,Sentiments
1990-09-11,31,third congress month enact measures increase domestic energy production energy conservation order reduce dependence foreign oil,25,third congress month enact measur increas domest energi product energi conserv order reduc depend foreign oil,negative
1990-09-11,31,third congress month enact measures increase domestic energy production energy conservation order reduce dependence foreign oil,25,third congress month enact measur increas domest energi product energi conserv order reduc depend foreign oil,negative
1990-09-11,31,measures include proposals increase incentives domestic oil gas exploration fuelswitching accelerate development alaskan energy resources without damage wildlife,30,measur includ propos increas incent domest oil ga explor fuelswitch acceler develop alaskan energi resourc without damag wildlif,neutral
1990-09-11,31,measures include proposals increase incentives domestic oil gas exploration fuelswitching accelerate development alaskan energy resources without damage wildlife,30,measur includ propos increas incent domest oil ga explor fuelswitch acceler develop alaskan energi resourc without damag wildlif,neutral
1990-09-11,31,measures include proposals increase incentives domestic oil gas exploration fuelswitching accelerate development alaskan energy resources without damage wildlife,30,measur includ propos increas incent domest oil ga explor fuelswitch acceler develop alaskan energi resourc without damag wildlif,neutral
1990-09-11,31,measures include proposals increase incentives domestic oil gas exploration fuelswitching accelerate development alaskan energy resources without damage wildlife,30,measur includ propos increas incent domest oil ga explor fuelswitch acceler develop alaskan energi resourc without damag wildlif,neutral
1990-09-11,31,know oil embargo imposed early 1970s united states imported almost 6 million barrels oil day,25,know oil embargo impos earli 1970 unit state import almost 6 million barrel oil day,neutral
1990-09-11,31,know oil embargo imposed early 1970s united states imported almost 6 million barrels oil day,25,know oil embargo impos earli 1970 unit state import almost 6 million barrel oil day,neutral
1990-09-11,31,know oil embargo imposed early 1970s united states imported almost 6 million barrels oil day,25,know oil embargo impos earli 1970 unit state import almost 6 million barrel oil day,neutral
1990-09-11,31,year iraqi invasion us imports risen nearly 8 million barrels per day,17,year iraqi invas us import risen nearli 8 million barrel per day,neutral
1990-09-11,31,year iraqi invasion us imports risen nearly 8 million barrels per day,17,year iraqi invas us import risen nearli 8 million barrel per day,neutral
1990-09-11,31,budget agreement must meet tests must include measures recommended increase economic growth reduce dependence foreign oil,31,budget agreement must meet test must includ measur recommend increas econom growth reduc depend foreign oil,negative
1990-09-11,31,sweat toil sand heat sun,16,sweat toil sand heat sun,neutral
1989-01-11,1,boils want new closeness continue,15,boil want new close continu,positive
2012-01-24,38,future control energy security prosperity tied unstable parts world,25,futur control energi secur prosper tie unstabl part world,neutral
2012-01-24,38,tonight want speak move forward lay blueprint economy built last economy built american manufacturing american energy skills american workers renewal american values,42,tonight want speak move forward lay blueprint economi built last economi built american manufactur american energi skill american worker renew american valu,neutral
2012-01-24,38,siemens opened gas turbine factory charlotte formed partnership central piedmont community college,18,siemen open ga turbin factori charlott form partnership central piedmont commun colleg,neutral
2012-01-24,38,nowhere promise innovation greater americanmade energy,12,nowher promis innov greater americanmad energi,positive
2012-01-24,38,last three years opened millions new acres oil gas exploration tonight directing administration open 75 percent potential offshore oil gas resources,38,last three year open million new acr oil ga explor tonight direct administr open 75 percent potenti offshor oil ga resourc,positive
2012-01-24,38,last three years opened millions new acres oil gas exploration tonight directing administration open 75 percent potential offshore oil gas resources,38,last three year open million new acr oil ga explor tonight direct administr open 75 percent potenti offshor oil ga resourc,positive
2012-01-24,38,last three years opened millions new acres oil gas exploration tonight directing administration open 75 percent potential offshore oil gas resources,38,last three year open million new acr oil ga explor tonight direct administr open 75 percent potenti offshor oil ga resourc,positive
2012-01-24,38,applause right right american oil production highest eight years,20,applaus right right american oil product highest eight year,positive
2012-01-24,38,last year relied less foreign oil past 16 years,20,last year reli less foreign oil past 16 year,negative
2012-01-24,38,applause 2 percent worlds oil reserves oil enough,15,applaus 2 percent world oil reserv oil enough,neutral
2012-01-24,38,country needs allout alloftheabove strategy develops every available source american energy,15,countri need allout alloftheabov strategi develop everi avail sourc american energi,neutral
2012-01-24,38,supply natural gas last america nearly 100 years,14,suppli natur ga last america nearli 100 year,neutral
2012-01-24,38,applause administration take every possible action safely develop energy,15,applaus administr take everi possibl action safe develop energi,positive
2012-01-24,38,requiring companies drill gas public lands disclose chemicals use,19,requir compani drill ga public land disclos chemic use,neutral
2012-01-24,38,development natural gas create jobs power trucks factories cleaner cheaper proving choose environment economy,32,develop natur ga creat job power truck factori cleaner cheaper prove choos environ economi,neutral
2012-01-24,38,applause way public research dollars course 30 years helped develop technologies extract natural gas shale rock reminding us government support critical helping businesses get new energy ideas ground,50,applaus way public research dollar cours 30 year help develop technolog extract natur ga shale rock remind us govern support critic help busi get new energi idea ground,positive
2012-01-24,38,applause way public research dollars course 30 years helped develop technologies extract natural gas shale rock reminding us government support critical helping businesses get new energy ideas ground,50,applaus way public research dollar cours 30 year help develop technolog extract natur ga shale rock remind us govern support critic help busi get new energi idea ground,positive
2012-01-24,38,applause true natural gas true clean energy,25,applaus true natur ga true clean energi,positive
2012-01-24,38,applause true natural gas true clean energy,25,applaus true natur ga true clean energi,positive
2012-01-24,38,federal investments renewable energy use nearly doubled thousands americans jobs,19,feder invest renew energi use nearli doubl thousand american job,neutral
2012-01-24,38,today hiring workers like bryan said proud working industry future experience shale gas experience natural gas shows us payoffs public investments always come right away,45,today hire worker like bryan said proud work industri futur experi shale ga experi natur ga show us payoff public invest alway come right away,positive
2012-01-24,38,walk away promise clean energy,12,walk away promis clean energi,positive
2012-01-24,38,subsidized oil companies century,8,subsid oil compani centuri,neutral
2012-01-24,38,applause time end taxpayer giveaways industry rarely profitable doubledown clean energy industry never promising,31,applaus time end taxpay giveaway industri rare profit doubledown clean energi industri never promis,positive
2012-01-24,38,pass clean energy tax credits,5,pass clean energi tax credit,positive
2012-01-24,38,applause also spur energy innovation new incentives,10,applaus also spur energi innov new incent,positive
2012-01-24,38,reason congress least set clean energy standard creates market innovation,22,reason congress least set clean energi standard creat market innov,positive
2012-01-24,38,directing administration allow development clean energy enough public land power 3 million homes,21,direct administr allow develop clean energi enough public land power 3 million home,positive
2012-01-24,38,proud announce department defense working us worlds largest consumer energy make one largest commitments clean energy history navy purchasing enough capacity power quarter million homes year,49,proud announc depart defens work us world largest consum energi make one largest commit clean energi histori navi purchas enough capac power quarter million home year,positive
2012-01-24,38,applause course easiest way save money waste less energy,15,applaus cours easiest way save money wast less energi,negative
2012-01-24,38,proposal help manufacturers eliminate energy waste factories give businesses incentives upgrade buildings,22,propos help manufactur elimin energi wast factori give busi incent upgrad build,neutral
2012-01-24,38,energy bills 100 billion lower next decade america less pollution manufacturing jobs construction workers need,28,energi bill 100 billion lower next decad america less pollut manufactur job construct worker need,negative
2012-01-24,38,applause building new energy future one part broader agenda repair americas infrastructure,21,applaus build new energi futur one part broader agenda repair america infrastructur,positive
2012-01-24,38,got crumbling roads bridges power grid wastes much energy incomplete highspeed broadband network prevents small business owner rural america selling products world,37,got crumbl road bridg power grid wast much energi incomplet highspe broadband network prevent small busi owner rural america sell product world,negative
2012-01-24,38,got rid one rule 40 years ago could forced dairy farmers spend 10000 year proving could contain spill milk somehow classified oil,38,got rid one rule 40 year ago could forc dairi farmer spend 10000 year prove could contain spill milk somehow classifi oil,neutral
2012-01-24,38,back making sure oil company contain kind oil spill saw gulf two years ago,27,back make sure oil compani contain kind oil spill saw gulf two year ago,positive
2012-01-24,38,applause recognize people watching tonight differing views taxes debt energy health care,19,applaus recogn peopl watch tonight differ view tax debt energi health care,neutral
2012-01-24,38,hand even republican friends complain government spending supported federally financed roads clean energy projects federal offices folks back home,32,hand even republican friend complain govern spend support feder financ road clean energi project feder offic folk back home,positive
2018-01-30,2,saw strangers shielding strangers hail gunfire las vegas strip,15,saw stranger shield stranger hail gunfir la vega strip,neutral
2018-01-30,2,exporter energy world,10,export energi world,neutral
1993-09-13,1,together let us imagine accomplished energy ability israelis palestinians invested struggle channeled cultivating land freshening waters ending boycotts creating new industry building land bountiful peaceful holy,56,togeth let us imagin accomplish energi abil isra palestinian invest struggl channel cultiv land freshen water end boycott creat new industri build land bounti peac holi,positive
1975-04-10,11,report state union january concentrated two subjects uppermost minds american peopleurgent actions recovery economy comprehensive program make united states independent foreign sources energy,48,report state union januari concentr two subject uppermost mind american peopleurg action recoveri economi comprehens program make unit state independ foreign sourc energi,negative
1975-04-10,11,look forward early approval national energy program meet countrys longrange emergency needs field energy,24,look forward earli approv nation energi program meet countri longrang emerg need field energi,neutral
1975-04-10,11,exercised international leadership great new issues interdependent world energy food environment law sea,25,exercis intern leadership great new issu interdepend world energi food environ law sea,positive
1975-04-10,11,together working energetically international multilateral agendain trade energy food,14,togeth work energet intern multilater agendain trade energi food,neutral
1975-04-10,11,addition traditional agenda new problems involving energy raw materials environment,17,addit tradit agenda new problem involv energi raw materi environ,negative
1975-04-10,11,legislation members opec excluded generalized system trade preferences,16,legisl member opec exclud gener system trade prefer,neutral
1975-04-10,11,unfortunately punished two south american friends ecuador venezuela well opec nations nigeria indonesia none participated last years oil embargo,30,unfortun punish two south american friend ecuador venezuela well opec nation nigeria indonesia none particip last year oil embargo,neutral
1975-04-10,11,unfortunately punished two south american friends ecuador venezuela well opec nations nigeria indonesia none participated last years oil embargo,30,unfortun punish two south american friend ecuador venezuela well opec nation nigeria indonesia none particip last year oil embargo,neutral
1975-04-10,11,one finest success stories foreign policy cooperative effort major energyconsuming nations,19,one finest success stori foreign polici cooper effort major energyconsum nation,positive
1975-04-10,11,little year together partners created international energy agency negotiated emergency sharing arrangement helps reduce dangers embargo launched major international conservation efforts developed massive program development alternative sources energy,54,littl year togeth partner creat intern energi agenc negoti emerg share arrang help reduc danger embargo launch major intern conserv effort develop massiv program develop altern sourc energi,positive
1975-04-10,11,every month passes brings us closer day dependent imported energy 50 percent requirements,24,everi month pass bring us closer day depend import energi 50 percent requir,neutral
2018-01-26,2,lifting selfimposed restrictions energy production provide affordable power citizens businesses promote energy security friends around world,29,lift selfimpos restrict energi product provid afford power citizen busi promot energi secur friend around world,neutral
2018-01-26,2,country held hostage single provider energy,12,countri held hostag singl provid energi,neutral
1981-12-23,1,like national christmas tree country living growing thing planted rich american soil,17,like nation christma tree countri live grow thing plant rich american soil,positive
1985-05-05,1,commemorate life triumphed tragedy death holocaustovercame suffering sickness testing yes gassings,26,commemor life triumph tragedi death holocaustovercam suffer sick test ye gass,negative
2020-09-07,7,well continue unleash american energy,6,well continu unleash american energi,neutral
2020-09-07,7,totally energy independent right,7,total energi independ right,positive
2020-09-07,7,biden also pledged demolish us energy industry implement policies causing blackouts california,19,biden also pledg demolish us energi industri implement polici caus blackout california,neutral
2020-09-07,7,give unless get rid prosecutor voila got rid prosecutor,21,give unless get rid prosecutor voila got rid prosecutor,neutral
2020-09-07,7,navalny poisoning chancellor angela merkel germany pressure cancel nord stream 2 pipeline russia germany,21,navalni poison chancellor angela merkel germani pressur cancel nord stream 2 pipelin russia germani,neutral
2020-09-07,7,germany paying russia billions billions dollars get energy real number probably 60 70 percent ultimately energy going come russia,33,germani pay russia billion billion dollar get energi real number probabl 60 70 percent ultim energi go come russia,positive
2020-09-07,7,know germany position right germany weakened position energy wise,23,know germani posit right germani weaken posit energi wise,positive
2013-07-24,7,invested new american technologies reverse addiction foreign oil,13,invest new american technolog revers addict foreign oil,positive
2013-07-24,7,doubled production clean energy,7,doubl product clean energi,positive
2013-07-24,7,natural gas took,4,natur ga took,neutral
2013-07-24,7,applause produce natural gas country earth,12,applaus produc natur ga countri earth,neutral
2013-07-24,7,produce oil buy overseas first time happened nearly 20 years,27,produc oil buy oversea first time happen nearli 20 year,positive
2013-07-24,7,new revolutions energy technology manufacturing health care actually poised position reverse forces battered middleclass families long,34,new revolut energi technolog manufactur health care actual pois posit revers forc batter middleclass famili long,positive
2013-07-24,7,happened ucm partnered lees summit school district metropolitan community college local health care engineering energy infrastructure firms industries going drive job growth future everybody working together equip students better skills allow graduate faster less debt certainty able get job end,78,happen ucm partner lee summit school district metropolitan commun colleg local health care engin energi infrastructur firm industri go drive job growth futur everybodi work togeth equip student better skill allow graduat faster less debt certainti abl get job end,positive
1983-02-18,3,grateful american conservative union young americans freedom national review human events organizing third annual memorial service democratic platform 1980,30,grate american conserv union young american freedom nation review human event organ third annual memori servic democrat platform 1980,positive
1983-02-18,3,luck american people respond kind energy initiative always shown past well maybe time started thinking standby tax cuts,37,luck american peopl respond kind energi initi alway shown past well mayb time start think standbi tax cut,positive
1983-02-18,3,focused world attention forced labor soviet pipeline soviet repression poland nations make called fourth worldthose living totalitarian rule long freedom,39,focus world attent forc labor soviet pipelin soviet repress poland nation make call fourth worldthos live totalitarian rule long freedom,positive
1987-03-04,1,bring new blood new energy new credibility experience,11,bring new blood new energi new credibl experi,positive
2009-01-20,4,health care costly schools fail many day brings evidence ways use energy strengthen adversaries threaten planet,30,health care costli school fail mani day bring evid way use energi strengthen adversari threaten planet,negative
2009-01-20,4,us toiled sweatshops settled west endured lash whip plowed hard earth,21,us toil sweatshop settl west endur lash whip plow hard earth,negative
2009-01-20,4,harness sun winds soil fuel cars run factories,19,har sun wind soil fuel car run factori,neutral
2009-01-20,4,harness sun winds soil fuel cars run factories,19,har sun wind soil fuel car run factori,neutral
1978-09-17,1,whenever danger human energy would fail patience would exhausted good would run outand many momentsthese two leaders able advisers delegations found resources within keep chances peace alive,47,whenev danger human energi would fail patienc would exhaust good would run outand mani momentsthes two leader abl advis deleg found resourc within keep chanc peac aliv,positive
1995-07-19,1,allow people pit us one another spend energy denying opportunity based differences everyone held back,23,allow peopl pit us one anoth spend energi deni opportun base differ everyon held back,negative
2018-02-01,1,many business friends many people business came say thatincluding small businessesthey say fact longer go years turmoil getting approved getting approvals getting rule changes getting sorts things getting old waiting get themthe fact gone probably important even important massive tax cuts gotten people,84,mani busi friend mani peopl busi came say thatinclud small businessesthey say fact longer go year turmoil get approv get approv get rule chang get sort thing get old wait get themth fact gone probabl import even import massiv tax cut gotten peopl,negative
1988-09-25,9,paul tsongas liberal senator massachusetts said dumbest thing oppose capital gains cut,20,paul tsonga liber senat massachusett said dumbest thing oppos capit gain cut,neutral
1988-09-25,9,mashek mr vice president vowed raise taxes kind administration time proposed capital gains cut proposed incentive breaks oil industry,39,mashek mr vice presid vow rais tax kind administr time propos capit gain cut propos incent break oil industri,positive
1988-09-25,9,see turmoil poland today,7,see turmoil poland today,neutral
1988-09-25,9,air force general long ago europe said pretty soon wed airplanes without engines tank commanders cannot drive tanks threequarters mile enough fuel,40,air forc gener long ago europ said pretti soon wed airplan without engin tank command cannot drive tank threequart mile enough fuel,negative
1988-09-25,9,supposed first line defense drugs war drugs enough fuel,24,suppos first line defens drug war drug enough fuel,positive
1988-09-25,9,biodegradable plasticsplasticgasohol vice president involved road deicers made corn products,16,biodegrad plasticsplasticgasohol vice presid involv road deicer made corn product,neutral
1988-09-25,9,want see rural redevelopment front favor alternate sources energy one gasohol comes using corn think better terms biodegradable lot product optimistic agricultural economy,55,want see rural redevelop front favor altern sourc energi one gasohol come use corn think better term biodegrad lot product optimist agricultur economi,positive
1988-09-25,9,want see rural redevelopment front favor alternate sources energy one gasohol comes using corn think better terms biodegradable lot product optimistic agricultural economy,55,want see rural redevelop front favor altern sourc energi one gasohol come use corn think better term biodegrad lot product optimist agricultur economi,positive
