date,climate_sentence_count,climate_sentences
2022-09-21,31,"As I said last year, the United States is opening an era of relentless diplomacy to address the challenges that matter most to people’s lives—all people’s lives: tackling the climate crisis, as the previous speaker spoke to; strengthening global health security; feeding the world—feeding the world."
2022-09-21,31,"From the day I came to office, we’ve led with a bold climate agenda."
2022-09-21,31,"We rejoined the Paris Agreement, convened major climate summits, helped deliver critical agreements on COP26."
2022-09-21,31,"We rejoined the Paris Agreement, convened major climate summits, helped deliver critical agreements on COP26."
2022-09-21,31," And now I’ve signed a historic piece of legislation here in the United States that includes the biggest, most important climate commitment we have ever made in the history of our country: $369 billion toward climate change."
2022-09-21,31,"That includes tens of billions in new investments in offshore wind and solar, doubling down on zero emission vehicles, increasing energy efficiency, supporting clean manufacturing."
2022-09-21,31,"That includes tens of billions in new investments in offshore wind and solar, doubling down on zero emission vehicles, increasing energy efficiency, supporting clean manufacturing."
2022-09-21,31,"That includes tens of billions in new investments in offshore wind and solar, doubling down on zero emission vehicles, increasing energy efficiency, supporting clean manufacturing."
2022-09-21,31,"That includes tens of billions in new investments in offshore wind and solar, doubling down on zero emission vehicles, increasing energy efficiency, supporting clean manufacturing."
2022-09-21,31,Our Department of Energy estimates that this new law will reduce U.S. emissions by one gigaton a year by 2030 while unleashing a new era of clean-energy-powered economic growth.
2022-09-21,31,Our Department of Energy estimates that this new law will reduce U.S. emissions by one gigaton a year by 2030 while unleashing a new era of clean-energy-powered economic growth.
2022-09-21,31,"Our investments will also help reduce the cost of developing clean energy technologies worldwide, not just the United States."
2022-09-21,31,We all know we’re already living in a climate crisis.
2022-09-21,31,This is the human cost of climate change.
2022-09-21,31,"So, as I announced last year, to meet our global responsibility, my administration is working with our Congress to deliver more than $11 billion a year to international climate finance to help lower-income countries implement their climate goals and ensure a just energy transition."
2022-09-21,31,"The key part of that will be our PREPARE plan, which will help half a billion people, and especially vulnerable countries, adapt to the impacts of climate change and build resilience."
2022-09-21,31,"So let this be the moment we find within ourselves the will to turn back the tide of climate devastation and unlock a resilient, sustainable, clean energy economy to preserve our planet."
2022-09-21,31,"So let this be the moment we find within ourselves the will to turn back the tide of climate devastation and unlock a resilient, sustainable, clean energy economy to preserve our planet."
2022-09-21,31,"So let this be the moment we find within ourselves the will to turn back the tide of climate devastation and unlock a resilient, sustainable, clean energy economy to preserve our planet."
2022-09-21,31," With partners in the Americas, Africa, Europe, and the Middle East, and the Indo-Pacific, we’re working to build a new economic ecosystem while—where every nation—every nation gets a fair shot and economic growth is resilient, sustainable, and shared."
2022-09-21,31,"And as Russia’s war rolls the global economy, we’re also calling on major global creditors, including the non-Paris Club countries, to transparently negotiate debt forgiveness for lower-income countries to forestall broader economic and political crises around the world."
2022-09-21,31," Instead of infrastructure projects that generate huge and large debt without delivering on the promised advantages, let’s meet the enormous infrastructure needs around the world with transparent investments—high-standard projects that protect the rights of workers and the environment—keyed to the needs of the communities they serve, not to the contributor."
2022-09-21,31," Dozens of projects are already underway: industrial-scale vaccine manufacturing in Senegal, transformative solar projects in Angola, first-of-its-kind small modular nuclear power plant in Romania."
2022-09-21,31," Dozens of projects are already underway: industrial-scale vaccine manufacturing in Senegal, transformative solar projects in Angola, first-of-its-kind small modular nuclear power plant in Romania."
2022-09-21,31,"The United States will work with every nation, including our competitors, to solve global problems like climate change."
2022-09-21,31,Let me also urge every nation to recommit to strengthening the nuclear non-proliferation regime through diplomacy.
2022-09-21,31,A nuclear war cannot be won and must never be fought.
2022-09-21,31," And again, today, as I said, they’re making irresponsible nuclear threats to use nuclear weapons."
2022-09-21,31,"China is conducting an unprecedented, concerning nuclear buildup without any transparency."
2022-09-21,31,"And while the United States is prepared for a mutual return to the Joint Comprehensive Plan of Action if Iran steps up to its obligations, the United States is clear: We will not allow Iran to acquire a nuclear weapon."
2013-03-01,1,"Starting tomorrow, everybody here, all the folks who are cleaning the floors at the Capitol -- now that Congress has left, somebody is going to be vacuuming and cleaning those floors and throwing out the garbage -- they're going to have less pay."
2015-01-20,15, America is number one in wind power.
2015-01-20,15," Every three weeks, we bring online as much solar power as we did in all of 2008."
2015-01-20,15," (Applause.)  Pushing out into the solar system not just to visit, but to stay."
2015-01-20,15,"    First, we stand united with people around the world who have been targeted by terrorists -- from a school in Pakistan to the streets of Paris."
2015-01-20,15," (Applause.)     Our diplomacy is at work with respect to Iran, where, for the first time in a decade, we’ve halted the progress of its nuclear program and reduced its stockpile of nuclear material."
2015-01-20,15," Between now and this spring, we have a chance to negotiate a comprehensive agreement that prevents a nuclear-armed Iran, secures America and our allies -- including Israel, while avoiding yet another Middle East conflict."
2015-01-20,15,"There are no guarantees that negotiations will succeed, and I keep all options on the table to prevent a nuclear Iran."
2015-01-20,15,"     But new sanctions passed by this Congress, at this moment in time, will all but guarantee that diplomacy fails -- alienating America from its allies; making it harder to maintain sanctions; and ensuring that Iran starts up its nuclear program again."
2015-01-20,15, And no challenge -- no challenge -- poses a greater threat to future generations than climate change.
2015-01-20,15," And the best scientists in the world are all telling us that our activities are changing the climate, and if we don’t act forcefully, we’ll continue to see rising oceans, longer, hotter heat waves, dangerous droughts and floods, and massive disruptions that can trigger greater migration and conflict and hunger around the globe."
2015-01-20,15, The Pentagon says that climate change poses immediate risks to our national security.
2015-01-20,15," (Applause.)      And that’s why, over the past six years, we’ve done more than ever to combat climate change, from the way we produce energy to the way we use it."
2015-01-20,15," (Applause.)      In Beijing, we made a historic announcement:  The United States will double the pace at which we cut carbon pollution."
2015-01-20,15," (Applause.)      In Beijing, we made a historic announcement:  The United States will double the pace at which we cut carbon pollution."
2015-01-20,15," And China committed, for the first time, to limiting their emissions."
1983-11-04,0,
2003-03-20,0,
1977-02-02,9,"But the real problem—our failure to plan for the future or to take energy conservation seriously—started long before this winter, and it will take much longer to solve."
1977-02-02,9, Our program will emphasize conservation.
1977-02-02,9,We will also stress development of our rich coal reserves in an environmentally sound way; we will emphasize research on solar energy and other renewable energy sources; and we will maintain strict safeguards on necessary atomic energy production.
1977-02-02,9,We will also stress development of our rich coal reserves in an environmentally sound way; we will emphasize research on solar energy and other renewable energy sources; and we will maintain strict safeguards on necessary atomic energy production.
1977-02-02,9,We will also stress development of our rich coal reserves in an environmentally sound way; we will emphasize research on solar energy and other renewable energy sources; and we will maintain strict safeguards on necessary atomic energy production.
1977-02-02,9,Utility companies must promote conservation and not consumption.
1977-02-02,9,"Nothing makes it harder to provide decent health, housing, and education for our people, protect our environment, or to realize our goal of a balanced budget, than a stagnant economy."
1977-02-02,9,"It will produce steady, balanced, sustainable growth."
1977-02-02,9,There is no energy policy that we can develop that would do more good than voluntary conservation.
1986-02-04,2,A security shield can one day render nuclear weapons obsolete and free mankind from the prison of nuclear terror.
1986-02-04,2,"If the Soviet Government wants an agreement that truly reduces nuclear arms, there will be such an agreement."
2020-02-06,1,"He said, “You endorsed him, and it was like a nuclear bomb went off."
2020-09-26,0,
1996-08-29,16,I met a grandmother fighting for her grandson's environment in Michigan.
1996-08-29,16,"Let us build a bridge to help our parents raise their children, to help young people and adults to get the education and training they need, to make our streets safer, to help Americans succeed at home and at work, to break the cycle of poverty and dependence, to protect our environment for generations to come, and to maintain our world leadership for peace and freedom."
1996-08-29,16,"And let us also proclaim, we will do it in a way that preserves Medicare, Medicaid, education, the environment, the integrity of our pensions, the strength of our people."
1996-08-29,16,"I could never allow cuts that devastate education for our children, that pollute our environment, that end the guarantee of health care for those who are served under Medicaid, that end our duty or violate our duty to our parents through Medicare."
1996-08-29,16,"  Now, our opponents have put forward a very different plan, a risky $550 billion tax scheme that will force them to ask for even bigger cuts in Medicare, Medicaid, education, and the environment than they passed and I vetoed last year."
1996-08-29,16,I want our nation to take responsibility to make sure that every single child can look out the window in the morning and see a whole community getting up and going to work.
1996-08-29,16,"And more important, I want to help communities put welfare recipients to work right now, without delay, repairing schools, making their neighborhoods clean and safe, making them shine again."
1996-08-29,16,  I want to build a bridge to the 21st century with a clean and safe environment.
1996-08-29,16,  I want to build a bridge to the 21st century with a clean and safe environment.
1996-08-29,16,"And when the leaders of this Congress invited the polluters into the back room to roll back 25 years of environmental protections that both parties had always supported, I said no."
1996-08-29,16,"We have cleaned up 197 of those dumps in the last three years, more than in the previous 12 years combined."
1996-08-29,16,"In the next four years, we propose to clean up 500 more, two-thirds of all that are left and the most dangerous ones."
1996-08-29,16,We should freeze the serious polluter's property until they clean up the problems they create.
1996-08-29,16,"  In the last four years, we have frozen North Korea's nuclear weapons program."
1996-08-29,16,And I am proud to say that tonight there is not a single Russian nuclear missile pointed at an American child.
1996-08-29,16,"Now we must enforce and ratify without delay measures that further reduce nuclear arsenals, banish poison gas, and ban nuclear tests once and for all."
2020-01-03,0,
2003-01-28,26,"In a whirlwind of change and hope and peril, our faith is sure; our resolve is firm; and our Union is strong."
2003-01-28,26,"Our third goal is to promote energy independence for our country, while dramatically improving the environment."
2003-01-28,26,"I have sent you a comprehensive energy plan to promote energy efficiency and conservation, to develop cleaner technology, and to produce more energy at home."
2003-01-28,26,"I have sent you a comprehensive energy plan to promote energy efficiency and conservation, to develop cleaner technology, and to produce more energy at home."
2003-01-28,26,I have sent you Clear Skies legislation that mandates a 70-percent cut in air pollution from powerplants over the next 15 years.
2003-01-28,26,"I urge you to pass these measures, for the good of both our environment and our economy."
2003-01-28,26,"Even more, I ask you to take a crucial step and protect our environment in ways that generations before us could not have imagined."
2003-01-28,26,"In this century, the greatest environmental progress will come about not through endless lawsuits or command-and-control regulations but through technology and innovation."
2003-01-28,26,"Tonight I'm proposing $1.2 billion in research funding so that America can lead the world in developing clean, hydrogen-powered automobiles."
2003-01-28,26,"Tonight I'm proposing $1.2 billion in research funding so that America can lead the world in developing clean, hydrogen-powered automobiles."
2003-01-28,26,"A simple chemical reaction between hydrogen and oxygen generates energy, which can be used to power a car, producing only water, not exhaust fumes."
2003-01-28,26,"With a new national commitment, our scientists and engineers will overcome obstacles to taking these cars from laboratory to showroom, so that the first car driven by a child born today could be powered by hydrogen and pollution-free."
2003-01-28,26,"With a new national commitment, our scientists and engineers will overcome obstacles to taking these cars from laboratory to showroom, so that the first car driven by a child born today could be powered by hydrogen and pollution-free."
2003-01-28,26,Join me in this important innovation to make our air significantly cleaner and our country much less dependent on foreign sources of energy.
2003-01-28,26,"We've broken Al Qaeda cells in Hamburg, Milan, Madrid, London, Paris, as well as Buffalo, New York."
2003-01-28,26,"Today, the gravest danger in the war on terror, the gravest danger facing America and the world, is outlaw regimes that seek and possess nuclear, chemical, and biological weapons."
2003-01-28,26,We're strongly supporting the International Atomic Energy Agency in its mission to track and control nuclear materials around the world.
2003-01-28,26,We're working with other governments to secure nuclear materials in the former Soviet Union and to strengthen global treaties banning the production and shipment of missile technologies and weapons of mass destruction.
2003-01-28,26,"Throughout the 1990s, the United States relied on a negotiated framework to keep North Korea from gaining nuclear weapons."
2003-01-28,26,And today the North Korean regime is using its nuclear program to incite fear and seek concessions.
2003-01-28,26,"America is working with the countries of the region, South Korea, Japan, China, and Russia, to find a peaceful solution and to show the North Korean government that nuclear weapons will bring only isolation, economic stagnation, and continued hardship."
2003-01-28,26,The North Korean regime will find respect in the world and revival for its people only when it turns away from its nuclear ambitions.
2003-01-28,26,"He pursued chemical, biological, and nuclear weapons, even while inspectors were in his country."
2003-01-28,26,"The International Atomic Energy Agency confirmed in the 1990s that Saddam Hussein had an advanced nuclear weapons development program, had a design for a nuclear weapon, and was working on five different methods of enriching uranium for a bomb."
2003-01-28,26,Our intelligence sources tell us that he has attempted to purchase high-strength aluminum tubes suitable for nuclear weapons production.
2003-01-28,26,"With nuclear arms or a full arsenal of chemical and biological weapons, Saddam Hussein could resume his ambitions of conquest in the Middle East and create deadly havoc in that region."
1998-03-23,5,"We must build classrooms and companies, increase the food supply and save the environment, and prevent disease before deadly epidemics break out."
1998-03-23,5,We must preserve the magnificent natural environment that is left.
1998-03-23,5,And we must share with you the technology that will enable you to preserve your environment and provide more economic opportunity to your people.
1998-03-23,5," So many of our problems do not stop at any nation's border, international crime and terrorism and drug trafficking, the degradation of the environment, the spread of diseases like AIDS and malaria, and so many of our opportunities cannot stop at a nation's border."
1998-03-23,5,"You must feel the winds of freedom blowing at your back, pushing you onward to a brighter future."
2013-03-21,7," When I consider Israel’s security, I also think about a people who have a living memory of the Holocaust, faced with the prospect of a nuclear-armed Iranian government that has called for Israel’s destruction."
2013-03-21,7, (Applause.)  A nuclear-armed Iran would raise the risk of nuclear terrorism.
2013-03-21,7, (Applause.)  Strong and principled diplomacy is the best way to ensure that the Iranian government forsakes nuclear weapons.
2013-03-21,7, And I’ve made the position of the United States of America clear:  Iran must not get a nuclear weapon.
2013-03-21,7, America will do what we must to prevent a nuclear-armed Iran.
2013-03-21,7,"There is an opportunity there, there’s a window -- which brings me to my third point:  Peace is possible."
2013-03-21,7," And that spirit has led to economic growth and human progress -- solar power and electric cars, bandages and prosthetic limbs that save lives, stem cell research and new drugs that treat disease, cell phones and computer technology that changed the way people around the world live."
2009-05-26,0,
2009-12-10,10, One of these wars is winding down.
2009-12-10,10,"    In the wake of such destruction, and with the advent of the nuclear age, it became clear to victor and vanquished alike that the world needed institutions to prevent another world war."
2009-12-10,10," The world may no longer shudder at the prospect of war between two nuclear superpowers, but proliferation may increase the risk of catastrophe."
2009-12-10,10,"    One urgent example is the effort to prevent the spread of nuclear weapons, and to seek a world without them."
2009-12-10,10," In the middle of the last century, nations agreed to be bound by a treaty whose bargain is clear:  All will have access to peaceful nuclear power; those without nuclear weapons will forsake them; and those with nuclear weapons will work towards disarmament."
2009-12-10,10, And I'm working with President Medvedev to reduce America and Russia's nuclear stockpiles.
2009-12-10,10, Those who seek peace cannot stand idly by as nations arm themselves for nuclear war.
2009-12-10,10,"    It is undoubtedly true that development rarely takes root without security; it is also true that security does not exist where human beings do not have access to enough food, or clean water, or the medicine and shelter they need to survive."
2009-12-10,10, It's also why the world must come together to confront climate change.
2009-12-10,10," For this reason, it is not merely scientists and environmental activists who call for swift and forceful action -- it's military leaders in my own country and others who understand our common security hangs in the balance."
1984-10-07,12,"He must stand for the values of decency that the American people stand for, and he must use the power of the White House to try to control these nuclear weapons and lead this world toward a safer world."
1984-10-07,12,The American people want this environment protected.
1984-10-07,12,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment."
1984-10-07,12,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment."
1984-10-07,12,"I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons."
1984-10-07,12,"Mr. President, much of what you said affects the quality of life of many Americans—their income, the way they live, and so forth—but there's an aspect to quality of life that lies beyond the private sector which has to do with our neighborhoods, our cities, our streets, our parks, our environment."
1984-10-07,12,"In those areas, I have difficulty seeing what your program is and what you feel the federal responsibility is in these areas of the quality of life in the public sector that affects everybody, and even enormous wealth by one individual can't create the kind of environment that he might like."
1984-10-07,12,The environment?
1984-10-07,12,"Yes, I feel as strongly as anyone about the preservation of the environment."
1984-10-07,12,That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.
1984-10-07,12,I believe that we will be better off if we protect this environment.
1984-10-07,12,"And contrary to what the President says, I think their record on the environment is inexcusable and often shameful."
1978-01-19,7,Security can also be enhanced by agreements with potential adversaries which reduce the threat of nuclear disaster while maintaining our own relative strategic capability.
1978-01-19,7,"We want a mutual limit on both the quality and the quantity of the giant nuclear arsenals of both nations, and then we want actual reductions in strategic arms as a major step toward the ultimate elimination of nuclear weapons from the face of the Earth."
1978-01-19,7,"For 30 years, concerted but unsuccessful efforts have been made to ban the testing of atomic explosives—both military weapons and peaceful nuclear devices."
1978-01-19,7,"We are now making, I believe, good progress toward this comprehensive ban on nuclear explosions."
1978-01-19,7,We are also working vigorously to halt the proliferation of nuclear weapons among the nations of the world which do not now have them and to reduce the deadly global traffic in conventional arms sales.
1978-01-19,7,"In a nuclear age, each of us is threatened when peace is not secured everywhere."
1978-01-19,7,"But as many foreign leaders have emphasized to me personally and, I am sure, to you, the greatest future contribution that America can make to the world economy would be an effective energy conservation program here at home."
2002-01-08,0,
2001-08-10,0,
2020-03-11,1,"Wash your hands, clean often-used surfaces, cover your face and mouth if you sneeze or cough, and most of all, if you are sick or not feeling well, stay home."
1998-08-17,0,
1980-01-23,12,And in the 1970s three American Presidents negotiated with the Soviet leaders in attempts to halt the growth of the nuclear arms race.
1980-01-23,12,Preventing nuclear war is the foremost responsibility of the two superpowers.
1980-01-23,12,I will consult very closely with the Congress on this matter as we strive to control nuclear weapons.
1980-01-23,12,That effort to control nuclear weapons will not be abandoned.
1980-01-23,12,"The Soviet Union is going to have to answer some basic questions: Will it help promote a more stable international environment in which its own legitimate, peaceful concerns can be pursued?"
1980-01-23,12,"We've helped to strengthen NATO and our other alliances, and recently we and other NATO members have decided to develop and to deploy modernized, intermediate-range nuclear forces to meet an unwarranted and increased threat from the nuclear weapons of the Soviet Union."
1980-01-23,12,"Our nation will then have a major conservation effort, important initiatives to develop solar power, realistic pricing based on the true value of oil, strong incentives for the production of coal and other fossil fuels in the United States, and our nation's most massive peacetime investment in the development of synthetic fuels."
1980-01-23,12,"Our nation will then have a major conservation effort, important initiatives to develop solar power, realistic pricing based on the true value of oil, strong incentives for the production of coal and other fossil fuels in the United States, and our nation's most massive peacetime investment in the development of synthetic fuels."
1980-01-23,12,The American people are making progress in energy conservation.
1980-01-23,12,"After consultation with the Governors, we will set gasoline conservation goals for each of the 50 states, and I will make them mandatory if these goals are not met."
1980-01-23,12,Make 1980 indeed a year of energy conservation.
1980-01-23,12,"We move into the 1980s with confidence and hope and a bright vision of the America we want: an America strong and free, an America at peace, an America with equal rights for all citizens— and for women, guaranteed in the United States Constitution—an America with jobs and good health and good education for every citizen, an America with a clean and bountiful life in our cities and on our farms, an America that helps to feed the world, an America secure in filling its own energy needs, an America of justice, tolerance, and compassion."
1984-04-30,0,
2001-06-07,0,
2014-01-28,18," We need to work together on tools like bipartisan trade promotion authority to protect our workers, protect our environment, and open new markets to new goods stamped “Made in the USA.”  China and Europe aren’t standing on the sidelines."
2014-01-28,18,"One of the reasons why is natural gas – if extracted safely, it’s the bridge fuel that can power our economy with less of the carbon pollution that causes climate change."
2014-01-28,18,"One of the reasons why is natural gas – if extracted safely, it’s the bridge fuel that can power our economy with less of the carbon pollution that causes climate change."
2014-01-28,18,"One of the reasons why is natural gas – if extracted safely, it’s the bridge fuel that can power our economy with less of the carbon pollution that causes climate change."
2014-01-28,18,"It’s not just oil and natural gas production that’s booming; we’re becoming a global leader in solar, too."
2014-01-28,18," Every four minutes, another American home or business goes solar; every panel pounded into place by a worker whose job can’t be outsourced."
2014-01-28,18,"Taken together, our energy policy is creating jobs and leading to a cleaner, safer planet."
2014-01-28,18," Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth."
2014-01-28,18," Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth."
2014-01-28,18," But we have to act with more urgency – because a changing climate is already harming western communities struggling with drought, and coastal cities dealing with floods."
2014-01-28,18,"That’s why I directed my administration to work with states, utilities, and others to set new standards on the amount of carbon pollution our power plants are allowed to dump into the air."
2014-01-28,18,"That’s why I directed my administration to work with states, utilities, and others to set new standards on the amount of carbon pollution our power plants are allowed to dump into the air."
2014-01-28,18," The shift to a cleaner energy economy won’t happen overnight, and it will require tough choices along the way."
2014-01-28,18," American diplomacy has rallied more than fifty countries to prevent nuclear materials from falling into the wrong hands, and allowed us to reduce our own reliance on Cold War stockpiles."
2014-01-28,18,"And it is American diplomacy, backed by pressure, that has halted the progress of Iran’s nuclear program – and rolled parts of that program back – for the very first time in a decade."
2014-01-28,18," And with our allies and partners, we’re engaged in negotiations to see if we can peacefully achieve a goal we all share: preventing Iran from obtaining a nuclear weapon."
2014-01-28,18, But these negotiations do not rely on trust; any long-term deal we agree to must be based on verifiable action that convinces us and the international community that Iran is not building a nuclear bomb.
2014-01-28,18," If Iran’s leaders do not seize this opportunity, then I will be the first to call for more sanctions, and stand ready to exercise all options to make sure Iran does not build a nuclear weapon."
2005-09-16,2,"Along this coast, for mile after mile, the wind and water swept the land clean."
2005-09-16,2,"Along this coast, for mile after mile, the wind and water swept the land clean."
2004-07-17,1,A small number of outlaw regimes today possess and are developing chemical and biological and nuclear weapons.
1984-06-06,1," We stand on a lonely, windswept point on the northern shore of France."
2022-03-26,2,"Over the long term, as a matter of economic security and national security and for the survivability of the planet, we all need to move as quickly as possible to clean, renewable energy."
2022-03-26,2,"Over the long term, as a matter of economic security and national security and for the survivability of the planet, we all need to move as quickly as possible to clean, renewable energy."
1998-01-27,21,"My plan to balance the budget next year includes both new investments and new tax cuts targeted to the needs of working families, for education, for child care, for the environment."
1998-01-27,21,"I have listened carefully, and I believe that the opposition is rooted in two fears: first, that our trading partners will have lower environmental and labor standards which will give them an unfair advantage in our market and do their own people no favors, even if there's more business; and, second, that if we have more trade, more of our workers will lose their jobs and have to start over."
1998-01-27,21,I think we should seek to advance worker and environmental standards around the world.
1998-01-27,21,"This year, four decades after it was first proposed by President Eisenhower, a comprehensive nuclear test ban is within reach."
1998-01-27,21,"By ending nuclear testing, we can help to prevent the development of new and more dangerous weapons and make it more difficult for non-nuclear states to build them."
1998-01-27,21,"Saddam Hussein has spent the better part of this decade and much of his nation's wealth not on providing for the Iraqi people but on developing nuclear, chemical, and biological weapons and the missiles to deliver them."
1998-01-27,21,"For the past five years, we have worked to bring the spark of private enterprise to inner city and poor rural areas, with community development banks, more commercial loans in the poor neighborhoods, cleanup of polluted sites for development."
1998-01-27,21," Tonight I ask you to join me in launching a new clean water initiative, a far-reaching effort to clean our rivers, our lakes, and our coastal waters for our children."
1998-01-27,21," Our overriding environmental challenge tonight is the worldwide problem of climate change, global warming, the gathering crisis that requires worldwide action."
1998-01-27,21," Our overriding environmental challenge tonight is the worldwide problem of climate change, global warming, the gathering crisis that requires worldwide action."
1998-01-27,21,"The vast majority of scientists have concluded unequivocally that if we don't reduce the emission of greenhouse gases, at some point in the next century, we'll disrupt our climate and put our children and grandchildren at risk."
1998-01-27,21,"The vast majority of scientists have concluded unequivocally that if we don't reduce the emission of greenhouse gases, at some point in the next century, we'll disrupt our climate and put our children and grandchildren at risk."
1998-01-27,21,"The vast majority of scientists have concluded unequivocally that if we don't reduce the emission of greenhouse gases, at some point in the next century, we'll disrupt our climate and put our children and grandchildren at risk."
1998-01-27,21,"This past December, America led the world to reach a historic agreement committing our nation to reduce greenhouse gas emissions through market forces, new technologies, energy efficiency."
1998-01-27,21,"This past December, America led the world to reach a historic agreement committing our nation to reduce greenhouse gas emissions through market forces, new technologies, energy efficiency."
1998-01-27,21,"I propose $6 billion in tax cuts and research and development to encourage innovation, renewable energy, fuel-efficient cars, energy-efficient homes."
1998-01-27,21," Every time we have acted to heal our environment, pessimists have told us it would hurt the economy."
1998-01-27,21,"Well, today our economy is the strongest in a generation, and our environment is the cleanest in a generation."
1998-01-27,21,"Well, today our economy is the strongest in a generation, and our environment is the cleanest in a generation."
1998-01-27,21,We have always found a way to clean the environment and grow the economy at the same time.
1998-01-27,21,We have always found a way to clean the environment and grow the economy at the same time.
2016-01-12,15,"(Applause.) Second, how do we make technology work for us, and not against us -- especially when it comes to solving urgent challenges like climate change?"
2016-01-12,15,We need the same level of commitment when it comes to developing clean energy sources.
2016-01-12,15,"(Applause.)Look, if anybody still wants to dispute the science around climate change, have at it."
2016-01-12,15,"(Applause.) Listen, seven years ago, we made the single biggest investment in clean energy in our history."
2016-01-12,15,"In fields from Iowa to Texas, wind power is now cheaper than dirtier, conventional power."
2016-01-12,15,"On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year on their energy bills, and employs more Americans than coal -- in jobs that pay better than average."
2016-01-12,15,"We’re taking steps to give homeowners the freedom to generate and store their own energy -- something, by the way, that environmentalists and Tea Partiers have teamed up to support."
2016-01-12,15,"And meanwhile, we’ve cut our imports of foreign oil by nearly 60 percent, and cut carbon pollution more than any other country on Earth."
2016-01-12,15,"And meanwhile, we’ve cut our imports of foreign oil by nearly 60 percent, and cut carbon pollution more than any other country on Earth."
2016-01-12,15,Economic headwinds are blowing in from a Chinese economy that is in significant transition.
2016-01-12,15,"That’s why we built a global coalition, with sanctions and principled diplomacy, to prevent a nuclear-armed Iran."
2016-01-12,15,"And as we speak, Iran has rolled back its nuclear program, shipped out its uranium stockpile, and the world has avoided another war."
2016-01-12,15,"That’s how we forged a Trans-Pacific Partnership to open markets, and protect workers and the environment, and advance American leadership in Asia."
2016-01-12,15,"When we lead nearly 200 nations to the most ambitious agreement in history to fight climate change, yes, that helps vulnerable countries, but it also protects our kids."
2016-01-12,15,"The future we want -- all of us want -- opportunity and security for our families, a rising standard of living, a sustainable, peaceful planet for our kids -- all that is within our reach."
2019-01-19,2,It is unsustainable.
2019-01-19,2,"This includes a new system to allow Central American minors to apply for asylum in their home countries, and reform to promote family reunification for unaccompanied children, thousands of whom wind up on our border doorstep."
2003-03-17,2,"The danger is clear: using chemical, biological or, one day, nuclear weapons, obtained with the help of Iraq, the terrorists could fulfill their stated ambitions and kill thousands or hundreds of thousands of innocent people in our country, or any other."
2003-03-17,2,"In this century, when evil men plot chemical, biological and nuclear terror, a policy of appeasement could bring destruction of a kind never before seen on this earth."
1993-01-29,2," My administration came to this city with a mission to bring critical issues of reform and renewal and economic revitalization to the public debate, issues that are central to the lives of all Americans."
1993-01-29,2,"And I certainly think in the next 6 months, as people start to work it through and talk it through, a lot of legitimate, practical issues will be raised and dealt with in a more rational environment that is less charged."
1974-09-18,2,"And in the nuclear era, there is no rational alternative to accords of mutual restraint between the United States and the Soviet Union, two nations which have the power to destroy mankind."
1974-09-18,2,Prevention of full-scale warfare in the nuclear age has become everybody's responsibility.
1989-05-12,3,"Mr. Gorbachev, don't stop now! And fifth, join with us in addressing pressing global problems, including the international drug menace and dangers to the environment."
1989-05-12,3,"In the strategic arms reductions talks, we wish to reduce the risk of nuclear war."
1989-05-12,3,"In nuclear testing, we will continue to seek the necessary verification improvements in existing treaties to permit them to be brought into force."
1978-10-24,1,"In recent years, Congress has passed a number of landmark statutes to improve social and environmental conditions."
2020-02-04,3,(Applause.) Every young person should have a safe and secure environment in which to learn and to grow.
2020-02-04,3,"(Applause.) To protect the environment, days ago I announced that the United States will join the One Trillion Trees Initiative, an ambitious effort to bring together government and private sector to plant new trees in America and all around the world."
2020-02-04,3,"The Iranian regime must abandon its pursuit of nuclear weapons; stop spreading terror, death, and destruction; and start working for the good of its own people."
2011-05-25,9," As new threats spread across borders and oceans, we must dismantle terrorist networks and stop the spread of nuclear weapons, confront climate change and combat famine and disease."
2011-05-25,9," As new threats spread across borders and oceans, we must dismantle terrorist networks and stop the spread of nuclear weapons, confront climate change and combat famine and disease."
2011-05-25,9," In the last century, both our nations put in place regulatory frameworks to deal with such market failures -- safeguards to protect the banking system after the Great Depression, for example; regulations that were established to prevent the pollution of our air and water during the 1970s."
2011-05-25,9," No country can hide from the dangers of carbon pollution, which is why we must build on what was achieved at Copenhagen and Cancun to leave our children a planet that is safer and cleaner."
2011-05-25,9," No country can hide from the dangers of carbon pollution, which is why we must build on what was achieved at Copenhagen and Cancun to leave our children a planet that is safer and cleaner."
2011-05-25,9," No country can hide from the dangers of carbon pollution, which is why we must build on what was achieved at Copenhagen and Cancun to leave our children a planet that is safer and cleaner."
2011-05-25,9,     We also share a common interest in stopping the spread of nuclear weapons.
2011-05-25,9," Across the globe, nations are locking down nuclear materials so they never fall into the wrong hands -- because of our leadership."
